region	country	station	stationName	latitude	longitude	determinand	detGroup	meanLY	HQS	Contamination ratio	Matrix
Great Belt	Denmark	STO0201113	Karrebaek Fjord	55.02667	11.27217	ANT	PAH (parent)	86.07109	24	3.586295417	Sediment
Great Belt	Denmark	STO0302049	Nakskov Fjord	54.84352	11.05463	CD	Metals	2.360528384	2.3	1.026316689	Sediment
Great Belt	Denmark	STO0302049	Nakskov Fjord	54.84352	11.05463	PB	Metals	53.1672718	120	0.443060598	Sediment
Great Belt	Denmark	STO0302049	Nakskov Fjord	54.84352	11.05463	TBTIN	Organo-metals	13.20422535	1.6	8.252640845	Sediment
Great Belt	Denmark	STO0302049	Nakskov Fjord	54.84352	11.05463	ANT	PAH (parent)	13.02816901	24	0.542840376	Sediment
Great Belt	Denmark	STO0303041	Nakskov Havn	54.82352	11.08047	TBTIN	Organo-metals	156.25	1.6	97.65625	Sediment
Great Belt	Denmark	STO0303041	Nakskov Havn	54.82352	11.08047	ANT	PAH (parent)	25	24	1.041666667	Sediment
Great Belt	Denmark	STO0601037	Nykøbing Falster	54.75268	11.87382	CD	Metals	0.995013055	2.3	0.432614372	Sediment
Great Belt	Denmark	STO0601037	Nykøbing Falster	54.75268	11.87382	PB	Metals	4.864229765	120	0.040535248	Sediment
Great Belt	Denmark	STO0601037	Nykøbing Falster	54.75268	11.87382	TBTIN	Organo-metals	7.28	1.6	4.55	Sediment
Great Belt	Denmark	STO0601037	Nykøbing Falster	54.75268	11.87382	ANT	PAH (parent)	17.68	24	0.736666667	Sediment
Great Belt	Denmark	STO0601071	Guldborg Sund	54.83935	11.78048	CD	Metals	3.498217115	2.3	1.520963963	Sediment
Great Belt	Denmark	STO0601071	Guldborg Sund	54.83935	11.78048	PB	Metals	54.84227572	120	0.457018964	Sediment
Great Belt	Denmark	STO0601071	Guldborg Sund	54.83935	11.78048	TBTIN	Organo-metals	8.551881414	1.6	5.344925884	Sediment
Great Belt	Denmark	STO0601071	Guldborg Sund	54.83935	11.78048	ANT	PAH (parent)	14.88027366	24	0.620011403	Sediment
Great Belt	Denmark	STO0601091	Kattegat	54.71218	11.85762	CD	Metals	0.878578356	2.3	0.381990589	Sediment
Great Belt	Denmark	STO0601091	Kattegat	54.71218	11.85762	PB	Metals	17.97068547	120	0.149755712	Sediment
Great Belt	Denmark	STO0601091	Kattegat	54.71218	11.85762	TBTIN	Organo-metals	10.06711409	1.6	6.291946309	Sediment
Great Belt	Denmark	STO0601091	Kattegat	54.71218	11.85762	ANT	PAH (parent)	14.76510067	24	0.615212528	Sediment
Great Belt	Denmark	STO0601092	Kattegat	54.66183	11.86317	CD	Metals	1.109634174	2.3	0.482449641	Sediment
Great Belt	Denmark	STO0601092	Kattegat	54.66183	11.86317	PB	Metals	31.18157484	120	0.259846457	Sediment
Great Belt	Denmark	STO0601092	Kattegat	54.66183	11.86317	TBTIN	Organo-metals	4.184100418	1.6	2.615062762	Sediment
Great Belt	Denmark	STO0601092	Kattegat	54.66183	11.86317	ANT	PAH (parent)	39.958159	24	1.664923291	Sediment
Arkona Basin	Denmark	STO0703006	Stege Nor	54.97833	12.29566	CD	Metals	2.542710928	2.3	1.10552649	Sediment
Arkona Basin	Denmark	STO0703006	Stege Nor	54.97833	12.29566	PB	Metals	74.16837374	120	0.618069781	Sediment
Arkona Basin	Denmark	STO0703006	Stege Nor	54.97833	12.29566	ANT	PAH (parent)	81.18556701	24	3.382731959	Sediment
Arkona Basin	Denmark	STO0703006	Stege Nor	54.97833	12.29566	TBTIN	Organo-metals	5.154639175	1.6	3.221649485	Sediment
Arkona Basin	Denmark	STO0704010	Stege Bugt	55.01317	12.23267	CD	Metals	0.620158437	2.3	0.269634103	Sediment
Arkona Basin	Denmark	STO0704010	Stege Bugt	55.01317	12.23267	PB	Metals	16.74582949	120	0.139548579	Sediment
Arkona Basin	Denmark	STO0704010	Stege Bugt	55.01317	12.23267	ANT	PAH (parent)	6.481481481	24	0.270061728	Sediment
Arkona Basin	Denmark	STO0704010	Stege Bugt	55.01317	12.23267	TBTIN	Organo-metals	9.259259259	1.6	5.787037037	Sediment
Arkona Basin	Denmark	STO0801054	Kattegat	55.13567	12.1472	CD	Metals	0.314559418	2.3	0.136764964	Sediment
Arkona Basin	Denmark	STO0801054	Kattegat	55.13567	12.1472	PB	Metals	9.355699272	120	0.077964161	Sediment
Arkona Basin	Denmark	STO0801054	Kattegat	55.13567	12.1472	TBTIN	Organo-metals	20	1.6	12.5	Sediment
Arkona Basin	Denmark	STO0801054	Kattegat	55.13567	12.1472	ANT	PAH (parent)	19	24	0.791666667	Sediment
Arkona Basin	Denmark	STO0802001	Præstø Fjord East	55.15933	12.07566	CD	Metals	0.926960712	2.3	0.403026396	Sediment
Arkona Basin	Denmark	STO0802001	Præstø Fjord East	55.15933	12.07566	PB	Metals	19.60044477	120	0.16333704	Sediment
Arkona Basin	Denmark	STO0802001	Præstø Fjord East	55.15933	12.07566	TBTIN	Organo-metals	7.299270073	1.6	4.562043796	Sediment
Arkona Basin	Denmark	STO0802001	Præstø Fjord East	55.15933	12.07566	ANT	PAH (parent)	36.773071	24	1.532211292	Sediment
Arkona Basin	Denmark	STO0901064	Hjelm Bugt	54.88883	12.3085	CD	Metals	0.555664361	2.3	0.2415932	Sediment
Arkona Basin	Denmark	STO0901064	Hjelm Bugt	54.88883	12.3085	PB	Metals	79.04004368	120	0.658667031	Sediment
Arkona Basin	Denmark	STO0901064	Hjelm Bugt	54.88883	12.3085	TBTIN	Organo-metals	2.804487179	1.6	1.752804487	Sediment
Arkona Basin	Denmark	STO0901064	Hjelm Bugt	54.88883	12.3085	ANT	PAH (parent)	18.66987179	24	0.777911325	Sediment
Arkona Basin	Denmark	STO0901065	Hjelm Bugt	54.92383	12.36567	CD	Metals	0.776021348	2.3	0.337400586	Sediment
Arkona Basin	Denmark	STO0901065	Hjelm Bugt	54.92383	12.36567	PB	Metals	82.92393357	120	0.69103278	Sediment
Arkona Basin	Denmark	STO0901065	Hjelm Bugt	54.92383	12.36567	TBTIN	Organo-metals	3.910614525	1.6	2.444134078	Sediment
Arkona Basin	Denmark	STO0901065	Hjelm Bugt	54.92383	12.36567	ANT	PAH (parent)	17.41154562	24	0.725481068	Sediment
Arkona Basin	Denmark	STO1001066	Western Baltic Sea	54.55433	12.13683	CD	Metals	0.344819784	2.3	0.149921645	Sediment
Arkona Basin	Denmark	STO1001066	Western Baltic Sea	54.55433	12.13683	PB	Metals	26.3150881	120	0.219292401	Sediment
Arkona Basin	Denmark	STO1001066	Western Baltic Sea	54.55433	12.13683	TBTIN	Organo-metals	6.944444444	1.6	4.340277778	Sediment
Arkona Basin	Denmark	STO1001066	Western Baltic Sea	54.55433	12.13683	ANT	PAH (parent)	47.91666667	24	1.996527778	Sediment
Arkona Basin	Denmark	STO1001069	Western Baltic Sea	54.746	12.268	CD	Metals	0.456909116	2.3	0.198656137	Sediment
Arkona Basin	Denmark	STO1001069	Western Baltic Sea	54.746	12.268	PB	Metals	56.91532381	120	0.474294365	Sediment
Arkona Basin	Denmark	STO1001069	Western Baltic Sea	54.746	12.268	TBTIN	Organo-metals	4.512195122	1.6	2.820121951	Sediment
Arkona Basin	Denmark	STO1001069	Western Baltic Sea	54.746	12.268	ANT	PAH (parent)	3.292682927	24	0.137195122	Sediment
Great Belt	Denmark	STOM39	Storebælt	55.248	11.195	TBTIN	Organo-metals	7.317073171	1.6	4.573170732	Sediment
Great Belt	Denmark	STOM39	Storebælt	55.248	11.195	ANT	PAH (parent)	9.024390244	24	0.37601626	Sediment
Great Belt	Denmark	STOVSJ40120	Kattegat	55.19685	11.115	TBTIN	Organo-metals	38.46153846	1.6	24.03846154	Sediment
Great Belt	Denmark	STOVSJ40120	Kattegat	55.19685	11.115	ANT	PAH (parent)	300	24	12.5	Sediment
Great Belt	Denmark	STOVSJ51013	Great Belt Taskensand	55.243	11.27067	CD	Metals	2.541264644	2.3	1.104897671	Sediment
Great Belt	Denmark	STOVSJ51013	Great Belt Taskensand	55.243	11.27067	PB	Metals	113.4157405	120	0.945131171	Sediment
Great Belt	Denmark	STOVSJ51013	Great Belt Taskensand	55.243	11.27067	ANT	PAH (parent)	11.63636364	24	0.484848485	Sediment
Great Belt	Denmark	STOVSJ51013	Great Belt Taskensand	55.243	11.27067	TBTIN	Organo-metals	2.090909091	1.6	1.306818182	Sediment
Great Belt	Denmark	STOVSJ51014	Great Belt Noret	55.26	11.29633	CD	Metals	1.986962522	2.3	0.863896749	Sediment
Great Belt	Denmark	STOVSJ51014	Great Belt Noret	55.26	11.29633	PB	Metals	78.06926548	120	0.650577212	Sediment
Great Belt	Denmark	STOVSJ51014	Great Belt Noret	55.26	11.29633	ANT	PAH (parent)	18.64197531	24	0.776748971	Sediment
Great Belt	Denmark	STOVSJ51014	Great Belt Noret	55.26	11.29633	TBTIN	Organo-metals	12.34567901	1.6	7.716049383	Sediment
Great Belt	Denmark	VEJKOLF5001	Little Belt Kolding Fjord	55.50183	9.62435	TBTIN	Organo-metals	4.87804878	1.6	3.048780488	Sediment
Great Belt	Denmark	VEJKOLF5001	Little Belt Kolding Fjord	55.50183	9.62435	ANT	PAH (parent)	30.48780488	24	1.270325203	Sediment
Great Belt	Denmark	VEJKOLF5002	Kolding Fjord	55.50063	9.59747	CD	Metals	8.602974923	2.3	3.74042388	Sediment
Great Belt	Denmark	VEJKOLF5002	Kolding Fjord	55.50063	9.59747	PB	Metals	195.541584	120	1.6295132	Sediment
Great Belt	Denmark	VEJKOLF5002	Kolding Fjord	55.50063	9.59747	TBTIN	Organo-metals	4.684512428	1.6	2.927820268	Sediment
Great Belt	Denmark	VEJKOLF5002	Kolding Fjord	55.50063	9.59747	ANT	PAH (parent)	6.500956023	24	0.270873168	Sediment
Great Belt	Denmark	VEJLBNO5002	Little Belt - Trelde Næs	55.60317	9.83517	CD	Metals	0.681851852	2.3	0.296457327	Sediment
Great Belt	Denmark	VEJLBNO5002	Little Belt - Trelde Næs	55.60317	9.83517	PB	Metals	62.54497354	120	0.521208113	Sediment
Great Belt	Denmark	VEJLBNO5002	Little Belt - Trelde Næs	55.60317	9.83517	TBTIN	Organo-metals	6.462585034	1.6	4.039115646	Sediment
Great Belt	Denmark	VEJLBNO5002	Little Belt - Trelde Næs	55.60317	9.83517	ANT	PAH (parent)	11.9047619	24	0.496031746	Sediment
Great Belt	Denmark	VEJLBNO5003	Little Belt - Båring Vig	55.53483	9.95067	CD	Metals	4.512865082	2.3	1.962115253	Sediment
Great Belt	Denmark	VEJLBNO5003	Little Belt - Båring Vig	55.53483	9.95067	PB	Metals	285.4433467	120	2.378694556	Sediment
Great Belt	Denmark	VEJLBNO5003	Little Belt - Båring Vig	55.53483	9.95067	TBTIN	Organo-metals	1.966292135	1.6	1.228932584	Sediment
Great Belt	Denmark	VEJLBNO5003	Little Belt - Båring Vig	55.53483	9.95067	ANT	PAH (parent)	22.61235955	24	0.942181648	Sediment
Arkona Basin	Germany	BMP K4	BMP K4	54.95317	13.9735	CD	Metals	0.501432912	2.3	0.218014309	Sediment
Arkona Basin	Germany	BMP K4	BMP K4	54.95317	13.9735	PB	Metals	128.3063601	120	1.069219668	Sediment
Arkona Basin	Germany	BMP K4	BMP K4	54.95317	13.9735	ANT	PAH (parent)	7.850565266	24	0.327106886	Sediment
Bornholm Basin	Germany	ODER	ODER	54.00667	14.2	CD	Metals	6.69170934	2.3	2.909438843	Sediment
Bornholm Basin	Germany	ODER	ODER	54.00667	14.2	PB	Metals	343.4427279	120	2.862022732	Sediment
Bornholm Basin	Germany	ODER	ODER	54.00667	14.2	ANT	PAH (parent)	156.1252109	24	6.505217122	Sediment
Bornholm Basin	Germany	Oderbank	Oderbank	54.08433	14.14967	CD	Metals	2.002841996	2.3	0.870800868	Sediment
Bornholm Basin	Germany	Oderbank	Oderbank	54.08433	14.14967	PB	Metals	91.2145937	120	0.760121614	Sediment
Bornholm Basin	Germany	Oderbank	Oderbank	54.08433	14.14967	ANT	PAH (parent)	18.46153846	24	0.769230769	Sediment
Kiel Bay	Germany	OM225027	OM225027	54.3675	10.17417	TBTIN	Organo-metals	519.4059406	1.6	324.6287129	Sediment
Kiel Bay	Germany	OM225027	OM225027	54.3675	10.17417	ANT	PAH (parent)	2475.247525	24	103.1353135	Sediment
Bay of Mecklenburg	Germany	OM225054	OM225054	54.06833	10.82167	TBTIN	Organo-metals	14.8611898	1.6	9.288243626	Sediment
Bay of Mecklenburg	Germany	OM225054	OM225054	54.06833	10.82167	ANT	PAH (parent)	283.286119	24	11.80358829	Sediment
Kiel Bay	Germany	OM225059	OM225059	54.45917	10.245	TBTIN	Organo-metals	166.3636364	1.6	103.9772727	Sediment
Kiel Bay	Germany	OM225059	OM225059	54.45917	10.245	ANT	PAH (parent)	160.4278075	24	6.684491979	Sediment
Kiel Bay	Germany	OM701	OM701	54.84667	9.50833	TBTIN	Organo-metals	147.7403246	1.6	92.33770287	Sediment
Kiel Bay	Germany	OM701	OM701	54.84667	9.50833	ANT	PAH (parent)	99.87515605	24	4.161464836	Sediment
Kiel Bay	Germany	OM708	OM708	54.485	9.95	TBTIN	Organo-metals	54.98591549	1.6	34.36619718	Sediment
Kiel Bay	Germany	OM708	OM708	54.485	9.95	ANT	PAH (parent)	56.33802817	24	2.34741784	Sediment
Bay of Mecklenburg	Germany	OM714	OM714	54.115	11.06833	TBTIN	Organo-metals	18.12133891	1.6	11.32583682	Sediment
Bay of Mecklenburg	Germany	OM714	OM714	54.115	11.06833	ANT	PAH (parent)	41.84100418	24	1.743375174	Sediment
Arkona Basin	Germany	OMBMPK7	OMBMPK7	55	13.3	CD	Metals	0.809243315	2.3	0.35184492	Sediment
Arkona Basin	Germany	OMBMPK7	OMBMPK7	55	13.3	PB	Metals	127.6302644	120	1.063585536	Sediment
Arkona Basin	Germany	OMBMPK7	OMBMPK7	55	13.3	ANT	PAH (parent)	19.41512761	24	0.80896365	Sediment
Arkona Basin	Germany	OMBMPK8	OMBMPK8	54.72333	12.78333	CD	Metals	0.634797398	2.3	0.275998869	Sediment
Arkona Basin	Germany	OMBMPK8	OMBMPK8	54.72333	12.78333	PB	Metals	155.7668582	120	1.298057151	Sediment
Arkona Basin	Germany	OMBMPK8	OMBMPK8	54.72333	12.78333	ANT	PAH (parent)	23.97374488	24	0.998906037	Sediment
Bay of Mecklenburg	Germany	OMBMPM2	OMBMPM2	54.315	11.55	CD	Metals	0.401327787	2.3	0.174490342	Sediment
Bay of Mecklenburg	Germany	OMBMPM2	OMBMPM2	54.315	11.55	PB	Metals	82.40132445	120	0.686677704	Sediment
Bay of Mecklenburg	Germany	OMBMPM2	OMBMPM2	54.315	11.55	ANT	PAH (parent)	15.79287847	24	0.658036603	Sediment
Kiel Bay	Germany	OMBMPN1	OMBMPN1	54.55167	11.32	CD	Metals	0.397687053	2.3	0.172907414	Sediment
Kiel Bay	Germany	OMBMPN1	OMBMPN1	54.55167	11.32	PB	Metals	61.8338528	120	0.515282107	Sediment
Kiel Bay	Germany	OMBMPN1	OMBMPN1	54.55167	11.32	ANT	PAH (parent)	17.31688223	24	0.72153676	Sediment
Kiel Bay	Germany	OMBMPN3	OMBMPN3	54.6	10.45	CD	Metals	0.407062931	2.3	0.176983883	Sediment
Kiel Bay	Germany	OMBMPN3	OMBMPN3	54.6	10.45	PB	Metals	66.39641459	120	0.553303455	Sediment
Kiel Bay	Germany	OMBMPN3	OMBMPN3	54.6	10.45	ANT	PAH (parent)	6.212694221	24	0.258862259	Sediment
Great Belt	Germany	OMF1	OMF1	54.7925	9.99583	TBTIN	Organo-metals	18.11515152	1.6	11.3219697	Sediment
Great Belt	Germany	OMF1	OMF1	54.7925	9.99583	ANT	PAH (parent)	60.60606061	24	2.525252525	Sediment
Bay of Mecklenburg	Germany	OMMB3	OMMB3	54.275	11.372	TBTIN	Organo-metals	12.17409766	1.6	7.60881104	Sediment
Bay of Mecklenburg	Germany	OMMB3	OMMB3	54.275	11.372	ANT	PAH (parent)	42.46284501	24	1.769285209	Sediment
Arkona Basin	Germany	OMMVDB2	OMMVDB2	54.39167	12.83833	TBTIN	Organo-metals	33.95938323	1.6	21.22461452	Sediment
Bornholm Basin	Germany	OMMVGB10	OMMVGB10	54.18833	13.775	TBTIN	Organo-metals	36.11117649	1.6	22.5694853	Sediment
Arkona Basin	Germany	OMMVGB19	OMMVGB19	54.20667	13.56667	TBTIN	Organo-metals	57.55771297	1.6	35.97357061	Sediment
Arkona Basin	Germany	OMMVGB19	OMMVGB19	54.20667	13.56667	CD	Metals	1.833054524	2.3	0.796980228	Sediment
Arkona Basin	Germany	OMMVGB19	OMMVGB19	54.20667	13.56667	PB	Metals	70.12247487	120	0.584353957	Sediment
Bornholm Basin	Germany	OMMVKHJ	OMMVKHJ	53.80667	14.235	TBTIN	Organo-metals	289.3351096	1.6	180.8344435	Sediment
Bornholm Basin	Germany	OMMVKHM	OMMVKHM	53.825	14.1	CD	Metals	7.163851368	2.3	3.114717986	Sediment
Bornholm Basin	Germany	OMMVKHM	OMMVKHM	53.825	14.1	PB	Metals	173.1771492	120	1.44314291	Sediment
Bornholm Basin	Germany	OMMVKHM	OMMVKHM	53.825	14.1	TBTIN	Organo-metals	107.2128356	1.6	67.00802223	Sediment
Bay of Mecklenburg	Germany	OMMVO3	OMMVO3	54.13167	11.41667	TBTIN	Organo-metals	45.30966252	1.6	28.31853907	Sediment
Bay of Mecklenburg	Germany	OMMVO4	OMMVO4	54.20167	11.695	TBTIN	Organo-metals	21.52941176	1.6	13.45588235	Sediment
Bornholm Basin	Germany	OMMVP48	OMMVP48	53.96667	13.89167	TBTIN	Organo-metals	74.42	1.6	46.5125	Sediment
Bay of Mecklenburg	Germany	OMMVUW4	OMMVUW4	54.16667	12.1	TBTIN	Organo-metals	2227.405067	1.6	1392.128167	Sediment
Bay of Mecklenburg	Germany	OMMVUW4	OMMVUW4	54.16667	12.1	CD	Metals	1.069781022	2.3	0.465122183	Sediment
Bay of Mecklenburg	Germany	OMMVUW4	OMMVUW4	54.16667	12.1	PB	Metals	49.26277372	120	0.410523114	Sediment
Bay of Mecklenburg	Germany	OMMVWB1	OMMVWB1	53.90833	11.44167	TBTIN	Organo-metals	412.9498935	1.6	258.0936835	Sediment
Bay of Mecklenburg	Germany	OMMVWB3	OMMVWB3	53.95	11.40833	TBTIN	Organo-metals	66.62647912	1.6	41.64154945	Sediment
Bornholm Basin	Germany	OMO133	OMO133	54.20333	13.905	TBTIN	Organo-metals	43.76235889	1.6	27.35147431	Sediment
Bay of Mecklenburg	Germany	OMO22	OMO22	54.11	11.175	CD	Metals	1.233170057	2.3	0.536160894	Sediment
Bay of Mecklenburg	Germany	OMO22	OMO22	54.11	11.175	PB	Metals	112.1926775	120	0.934938979	Sediment
Kiel Bay	Germany	OMS2	OMS2	54.51833	9.67167	TBTIN	Organo-metals	345.4311454	1.6	215.8944659	Sediment
Kiel Bay	Germany	OMS2	OMS2	54.51833	9.67167	ANT	PAH (parent)	25.74002574	24	1.072501073	Sediment
Kiel Bay	Germany	OMS3	OMS3	54.56833	9.78833	TBTIN	Organo-metals	742.6086957	1.6	464.1304348	Sediment
Kiel Bay	Germany	OMS3	OMS3	54.56833	9.78833	ANT	PAH (parent)	26.08695652	24	1.086956522	Sediment
Bay of Mecklenburg	Germany	OMWB	OMWB	54.02317	11.40433	CD	Metals	1.693241861	2.3	0.736192114	Sediment
Bay of Mecklenburg	Germany	OMWB	OMWB	54.02317	11.40433	PB	Metals	44.72703473	120	0.372725289	Sediment
Eastern Gotland Basin	Lithuania	20		55.63333	20.8	CD	Metals	8.745789474	2.3	3.802517162	Sediment
Eastern Gotland Basin	Lithuania	20		55.63333	20.8	PB	Metals	101.2631579	120	0.843859649	Sediment
Eastern Gotland Basin	Lithuania	BMPJ2		55.88167	20.34167	CD	Metals	4.038571429	2.3	1.755900621	Sediment
Eastern Gotland Basin	Lithuania	BMPJ2		55.88167	20.34167	PB	Metals	232	120	1.933333333	Sediment
Eastern Gotland Basin	Lithuania	K18		55.765	20.89167	HBCD	Organo-bromines	7.5	170	0.044117647	Sediment
Eastern Gotland Basin	Lithuania	K18		55.765	20.89167	TBTIN	Organo-metals	22.875	1.6	14.296875	Sediment
Eastern Gotland Basin	Lithuania	K22		55.735	21.05	CD	Metals	1.196364024	2.3	0.520158271	Sediment
Eastern Gotland Basin	Lithuania	K22		55.735	21.05	PB	Metals	93.54105073	120	0.779508756	Sediment
Eastern Gotland Basin	Lithuania	K22		55.735	21.05	ANT	PAH (parent)	9.821538462	24	0.409230769	Sediment
Eastern Gotland Basin	Lithuania	K22		55.735	21.05	TBTIN	Organo-metals	30.5	1.6	19.0625	Sediment
Eastern Gotland Basin	Lithuania	K22		55.735	21.05	HBCD	Organo-bromines	23.85183969	170	0.140304939	Sediment
Eastern Gotland Basin	Lithuania	K41		55.31167	20.95667	ANT	PAH (parent)	6.7	24	0.279166667	Sediment
Eastern Gotland Basin	Lithuania	K41		55.31167	20.95667	TBTIN	Organo-metals	30.5	1.6	19.0625	Sediment
Eastern Gotland Basin	Lithuania	K41		55.31167	20.95667	HBCD	Organo-bromines	24.30862174	170	0.142991893	Sediment
Eastern Gotland Basin	Poland	BMPK1	SE Gotland Basin (BMPK1)	55.555	18.4	CD	Metals	0.763333333	2.3	0.331884058	Sediment
Eastern Gotland Basin	Poland	BMPK1	SE Gotland Basin (BMPK1)	55.555	18.4	PB	Metals	77.42857143	120	0.645238095	Sediment
Bornholm Basin	Poland	BMPK2	Bornholm Deep (BMPK2)	55.25	15.98333	CD	Metals	1.143253012	2.3	0.497066527	Sediment
Bornholm Basin	Poland	BMPK2	Bornholm Deep (BMPK2)	55.25	15.98333	PB	Metals	57.69445783	120	0.480787149	Sediment
Gdansk Basin	Poland	BMPL1	Gdansk Deep (BMPL1)	54.83333	19.33333	CD	Metals	2.75705036	2.3	1.198717548	Sediment
Gdansk Basin	Poland	BMPL1	Gdansk Deep (BMPL1)	54.83333	19.33333	PB	Metals	100.4618705	120	0.837182254	Sediment
Gdansk Basin	Poland	BMPL10	Vistula Lagoon (BMPL10)	54.37333	19.585	CD	Metals	0.724935593	2.3	0.315189388	Sediment
Gdansk Basin	Poland	BMPL10	Vistula Lagoon (BMPL10)	54.37333	19.585	PB	Metals	21.49233268	120	0.179102772	Sediment
Bornholm Basin	Poland	P-GJ	Szczecin Lagoon (P-GJ)	53.755	14.43667	CD	Metals	17.19158277	2.3	7.474601204	Sediment
Bornholm Basin	Poland	P-GJ	Szczecin Lagoon (P-GJ)	53.755	14.43667	PB	Metals	205.1471358	120	1.709559465	Sediment
Bornholm Basin	Poland	PL-P39	Bornholm Basin (PL-P39)	54.74167	15.13333	CD	Metals	0.530978261	2.3	0.230860113	Sediment
Bornholm Basin	Poland	PL-P39	Bornholm Basin (PL-P39)	54.74167	15.13333	PB	Metals	80.12391304	120	0.667699275	Sediment
Bothnian Bay	Sweden	SE-1	S Bothnian Bay	64.19662	21.99135	HBCD	Organo-bromines	1.008064516	170	0.005929791	Sediment
Bothnian Bay	Sweden	SE-1	S Bothnian Bay	64.19662	21.99135	SBD6	Organo-bromines	0.236895161	310	0.000764178	Sediment
Bothnian Bay	Sweden	SE-1	S Bothnian Bay	64.19662	21.99135	CD	Metals	1.890638298	2.3	0.822016651	Sediment
Bothnian Bay	Sweden	SE-1	S Bothnian Bay	64.19662	21.99135	PB	Metals	81.17615176	120	0.676467931	Sediment
Bothnian Bay	Sweden	SE-1	S Bothnian Bay	64.19662	21.99135	TBTIN	Organo-metals	2.459677419	1.6	1.537298387	Sediment
Bothnian Bay	Sweden	SE-1	S Bothnian Bay	64.19662	21.99135	ANT	PAH (parent)	1.209677419	24	0.050403226	Sediment
Western Gotland Basin	Sweden	SE-10	Karlsö Deep	57.13336	17.66834	HBCD	Organo-bromines	0.887311446	170	0.005219479	Sediment
Western Gotland Basin	Sweden	SE-10	Karlsö Deep	57.13336	17.66834	SBD6	Organo-bromines	0.149511979	310	0.000482297	Sediment
Western Gotland Basin	Sweden	SE-10	Karlsö Deep	57.13336	17.66834	CD	Metals	3.223248945	2.3	1.401412585	Sediment
Western Gotland Basin	Sweden	SE-10	Karlsö Deep	57.13336	17.66834	PB	Metals	40.45378151	120	0.337114846	Sediment
Western Gotland Basin	Sweden	SE-10	Karlsö Deep	57.13336	17.66834	TBTIN	Organo-metals	10.60869565	1.6	6.630434783	Sediment
Western Gotland Basin	Sweden	SE-10	Karlsö Deep	57.13336	17.66834	ANT	PAH (parent)	1.508429459	24	0.062851227	Sediment
Bornholm Basin	Sweden	SE-11	N Bornholm Basin	55.53911	15.72435	HBCD	Organo-bromines	0.917431193	170	0.005396654	Sediment
Bornholm Basin	Sweden	SE-11	N Bornholm Basin	55.53911	15.72435	SBD6	Organo-bromines	0.309174312	310	0.000997336	Sediment
Bornholm Basin	Sweden	SE-11	N Bornholm Basin	55.53911	15.72435	CD	Metals	0.920393701	2.3	0.400171174	Sediment
Bornholm Basin	Sweden	SE-11	N Bornholm Basin	55.53911	15.72435	PB	Metals	56.68867925	120	0.47240566	Sediment
Bornholm Basin	Sweden	SE-11	N Bornholm Basin	55.53911	15.72435	TBTIN	Organo-metals	17.68440367	1.6	11.05275229	Sediment
Bornholm Basin	Sweden	SE-11	N Bornholm Basin	55.53911	15.72435	ANT	PAH (parent)	6.330275229	24	0.263761468	Sediment
Arkona Basin	Sweden	SE-12	Arkona Basin	54.99869	13.95822	HBCD	Organo-bromines	1.686340641	170	0.009919651	Sediment
Arkona Basin	Sweden	SE-12	Arkona Basin	54.99869	13.95822	SBD6	Organo-bromines	0.247048904	310	0.000796932	Sediment
Arkona Basin	Sweden	SE-12	Arkona Basin	54.99869	13.95822	CD	Metals	0.459333333	2.3	0.199710145	Sediment
Arkona Basin	Sweden	SE-12	Arkona Basin	54.99869	13.95822	PB	Metals	95.10144928	120	0.792512077	Sediment
Arkona Basin	Sweden	SE-12	Arkona Basin	54.99869	13.95822	TBTIN	Organo-metals	13.37268128	1.6	8.357925801	Sediment
Arkona Basin	Sweden	SE-12	Arkona Basin	54.99869	13.95822	ANT	PAH (parent)	12.64755481	24	0.52698145	Sediment
Kattegat	Sweden	SE-13	S Rödebank	56.67242	12.08506	HBCD	Organo-bromines	1.923076923	170	0.011312217	Sediment
Kattegat	Sweden	SE-13	S Rödebank	56.67242	12.08506	SBD6	Organo-bromines	0.315384615	310	0.00101737	Sediment
Kattegat	Sweden	SE-13	S Rödebank	56.67242	12.08506	CD	Metals	0.106308571	2.3	0.046221118	Sediment
Kattegat	Sweden	SE-13	S Rödebank	56.67242	12.08506	PB	Metals	37.65517241	120	0.313793103	Sediment
Kattegat	Sweden	SE-13	S Rödebank	56.67242	12.08506	TBTIN	Organo-metals	4.692307692	1.6	2.932692308	Sediment
Kattegat	Sweden	SE-13	S Rödebank	56.67242	12.08506	ANT	PAH (parent)	7.115384615	24	0.296474359	Sediment
Bothnian Bay	Sweden	SE-17	N Bothnian Bay	65.19075	23.39667	HBCD	Organo-bromines	1.126126126	170	0.006624271	Sediment
Bothnian Bay	Sweden	SE-17	N Bothnian Bay	65.19075	23.39667	SBD6	Organo-bromines	0.222972973	310	0.000719268	Sediment
Bothnian Bay	Sweden	SE-17	N Bothnian Bay	65.19075	23.39667	CD	Metals	1.140784314	2.3	0.49599318	Sediment
Bothnian Bay	Sweden	SE-17	N Bothnian Bay	65.19075	23.39667	PB	Metals	40.09882353	120	0.334156863	Sediment
Bothnian Bay	Sweden	SE-17	N Bothnian Bay	65.19075	23.39667	TBTIN	Organo-metals	2.747747748	1.6	1.717342342	Sediment
Bothnian Bay	Sweden	SE-17	N Bothnian Bay	65.19075	23.39667	ANT	PAH (parent)	1.238738739	24	0.051614114	Sediment
